27,27,630_morph_Asiaten_hell/03-04127_AF-23-4dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,28,0.545,0.830,46/59/66 darkslategray,1,03-04127_AF-23-4,,
28,28,630_morph_Asiaten_hell/05-31781_AF-6-2dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,31,0.433,0.750,22/32/50 black,1,05-31781_AF-6-2,,
29,29,630_morph_Asiaten_hell/05-31706_AF-3-26dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_3.jpg,34,0.368,0.830,5/11/18 black,1,05-31706_AF-3-26,,
30,30,630_morph_Asiaten_hell/08-07797_AF-5-8dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,20,0.397,1.000,20/38/66 darkslategray,1,08-07797_AF-5-8,,
31,31,630_morph_Asiaten_hell/05-42531_AF-1-26dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_3.jpg,28,0.549,0.670,6/13/21 black,1,05-42531_AF-1-26,,
32,32,630_morph_Asiaten_hell/08-07931_AF-9-10dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,21,0.483,0.500,94/92/101 dimgray,1,08-07931_AF-9-10,,
33,33,630_morph_Asiaten_hell/07-08974_AF-7-30dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_4.jpg,32,0.508,0.600,11/16/30 black,1,07-08974_AF-7-30,,
34,34,630_morph_Asiaten_hell/02-03699_AF-13-2dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,26,0.464,0.670,7/7/13 black,1,02-03699_AF-13-2,,
35,35,630_morph_Asiaten_hell/07-07430_AF-21-24dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_2.jpg,22,0.582,0.670,28/29/35 black,1,07-07430_AF-21-24,,
36,36,630_morph_Asiaten_hell/01-00854_AF-25-28dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_4.jpg,24,0.646,0.600,11/11/13 black,1,01-00854_AF-25-28,,
37,37,630_morph_Asiaten_hell/07-14402_AF-7-13dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,23,0.522,0.710,10/18/34 black,1,07-14402_AF-7-13,,
38,38,630_morph_Asiaten_hell/05-42643_AF-5-6dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,28,0.550,0.830,3/6/16 black,1,05-42643_AF-5-6,,
39,39,630_morph_Asiaten_hell/05-31839_AF-7-27dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_5.jpg,26,0.470,0.600,10/20/35 black,1,05-31839_AF-7-27,,
40,40,630_morph_Asiaten_hell/01-03538_AF-8-6dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,27,0.347,0.880,84/75/78 darkslategray,1,01-03538_AF-8-6,,
41,41,630_morph_Asiaten_hell/05-32065_AF-14-22dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_3.jpg,26,0.455,0.400,16/19/22 black,1,05-32065_AF-14-22,,
42,42,630_morph_Asiaten_hell/03-03679_AF-5-6dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,23,0.427,0.570,44/40/41 darkslategray,1,03-03679_AF-5-6,,
43,43,630_morph_Asiaten_hell/01-10633_AF-25-6dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,32,0.435,0.800,86/77/80 darkslategray,1,01-10633_AF-25-6,,
44,44,630_morph_Asiaten_hell/07-07210_AF-15-2dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,28,0.312,1.000,33/29/25 black,1,07-07210_AF-15-2,,
45,45,630_morph_Asiaten_hell/01-09841_AF-1-6dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,25,0.458,0.670,88/80/81 darkslategray,1,01-09841_AF-1-6,,
46,46,630_morph_Asiaten_hell/01-02537_AF-10-28dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_4.jpg,28,0.464,0.600,13/15/17 black,1,01-02537_AF-10-28,,
47,47,630_morph_Asiaten_hell/08-31001_AF-15-13dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,25,0.525,0.750,44/41/45 darkslategray,1,08-31001_AF-15-13,,
48,48,630_morph_Asiaten_hell/08-31458_AF-29-8dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,25,0.582,0.830,20/34/59 black,1,08-31458_AF-29-8,,
49,49,630_morph_Asiaten_hell/05-32494_AF-27-22dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_3.jpg,26,0.661,0.670,17/20/22 black,1,05-32494_AF-27-22,,
50,50,630_morph_Asiaten_hell/05-43484_AF-30-22dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_3.jpg,28,0.495,0.830,18/20/23 black,1,05-43484_AF-30-22,,
51,51,630_morph_Asiaten_hell/07-07386_AF-20-13dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,21,0.426,1.000,16/24/42 black,1,07-07386_AF-20-13,,
52,52,630_morph_Asiaten_hell/06-54422_AF-32-4dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,27,0.391,0.670,28/42/53 darkslategray,1,06-54422_AF-32-4,,
53,53,630_morph_Asiaten_hell/05-31669_AF-2-22dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_3.jpg,30,0.513,0.800,16/18/20 black,1,05-31669_AF-2-22,,
54,54,630_morph_Asiaten_hell/07-14370_AF-6-14dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,28,0.576,0.670,29/31/36 black,1,07-14370_AF-6-14,,
55,55,630_morph_Asiaten_hell/01-10482_AF-20-20dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_2.jpg,24,0.612,1.000,20/26/35 black,1,01-10482_AF-20-20,,
56,56,630_morph_Asiaten_hell/07-07298_AF-17-24dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_2.jpg,24,0.439,1.000,24/25/29 black,1,07-07298_AF-17-24,,
57,57,630_morph_Asiaten_hell/01-08257_AF-19-6dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,28,0.440,0.400,88/79/83 darkslategray,1,01-08257_AF-19-6,,
58,58,630_morph_Asiaten_hell/05-32235_AF-19-27dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_5.jpg,30,0.271,0.860,9/23/39 black,1,05-32235_AF-19-27,,
59,59,630_morph_Asiaten_hell/07-08938_AF-6-27dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_4.jpg,30,0.442,0.830,3/4/4 black,1,07-08938_AF-6-27,,
60,60,630_morph_Asiaten_hell/05-31854_AF-8-9dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_3.jpg,24,0.567,0.400,18/18/24 black,1,05-31854_AF-8-9,,
61,61,630_morph_Asiaten_hell/03-04252_AF-28-4dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,33,0.508,0.570,40/49/54 darkslategray,1,03-04252_AF-28-4,,
62,62,630_morph_Asiaten_hell/04-00567_AF-17-5dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,30,0.465,0.750,31/32/35 black,1,04-00567_AF-17-5,,
63,63,630_morph_Asiaten_hell/01-04154_AF-26-28dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_4.jpg,25,0.575,1.000,11/12/14 black,1,01-04154_AF-26-28,,
64,64,630_morph_Asiaten_hell/04-00039_AF-1-5dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,26,0.523,0.830,36/37/40 darkslategray,1,04-00039_AF-1-5,,
65,65,630_morph_Asiaten_hell/08-08171_AF-16-19dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_2.jpg,24,0.541,1.000,20/23/33 black,1,08-08171_AF-16-19,,
66,66,630_morph_Asiaten_hell/06-37253_AF-6-28dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_4.jpg,26,0.581,1.000,7/9/10 black,1,06-37253_AF-6-28,,
67,67,630_morph_Asiaten_hell/01-00755_AF-22-28dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_4.jpg,20,0.479,0.860,12/13/15 black,1,01-00755_AF-22-28,,
68,68,630_morph_Asiaten_hell/08-08594_AF-29-13dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_2.jpg,26,0.570,1.000,41/39/42 darkslategray,1,08-08594_AF-29-13,,
69,69,630_morph_Asiaten_hell/07-07408_AF-21-2dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,25,0.581,0.430,31/28/24 black,1,07-07408_AF-21-2,,
70,70,630_morph_Asiaten_hell/05-43557_AF-32-29dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_5.jpg,24,0.585,0.670,28/26/28 black,1,05-43557_AF-32-29,,
71,71,630_morph_Asiaten_hell/01-10292_AF-14-28dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_4.jpg,23,0.613,0.500,10/11/11 black,1,01-10292_AF-14-28,,
72,72,630_morph_Asiaten_hell/02-04097_AF-25-4dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,26,0.479,0.670,38/41/53 darkslategray,1,02-04097_AF-25-4,,
73,73,630_morph_Asiaten_hell/01-01370_AF-8-16dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_4.jpg,29,0.466,1.000,21/27/34 black,1,01-01370_AF-8-16,,
74,74,630_morph_Asiaten_hell/05-32478_AF-27-6dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_2.jpg,26,0.607,0.670,3/5/14 black,1,05-32478_AF-27-6,,
75,75,630_morph_Asiaten_hell/08-08456_AF-25-7dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,22,0.534,0.800,30/33/43 black,1,08-08456_AF-25-7,,
76,76,630_morph_Asiaten_hell/06-53918_AF-16-28dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_4.jpg,29,0.580,0.750,8/9/10 black,1,06-53918_AF-16-28,,
77,77,630_morph_Asiaten_hell/07-14743_AF-17-24dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_2.jpg,27,0.532,0.800,24/26/31 black,1,07-14743_AF-17-24,,
78,78,630_morph_Asiaten_hell/05-32181_AF-18-6dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,26,0.527,0.670,3/5/14 black,1,05-32181_AF-18-6,,
79,79,630_morph_Asiaten_hell/05-32082_AF-15-6dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,25,0.477,1.000,4/6/12 black,1,05-32082_AF-15-6,,
80,80,630_morph_Asiaten_hell/05-42936_AF-14-2dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,27,0.640,0.600,26/36/56 darkslategray,1,05-42936_AF-14-2,,
81,81,630_morph_Asiaten_hell/06-53414_AF-1-19dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_2.jpg,24,0.617,0.250,44/51/64 darkslategray,1,06-53414_AF-1-19,,
82,82,630_morph_Asiaten_hell/05-32521_AF-28-16dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_3.jpg,30,0.532,0.800,20/28/53 black,1,05-32521_AF-28-16,,
83,83,630_morph_Asiaten_hell/04-00385_AF-11-21dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_5.jpg,24,0.480,0.800,9/14/18 black,1,04-00385_AF-11-21,,
84,84,630_morph_Asiaten_hell/01-02356_AF-5-12dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_2.jpg,25,0.467,1.000,34/34/39 black,1,01-02356_AF-5-12,,
85,85,630_morph_Asiaten_hell/01-01019_AF-30-28dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_4.jpg,20,0.500,1.000,10/10/12 black,1,01-01019_AF-30-28,,
86,86,630_morph_Asiaten_hell/02-04263_AF-30-5dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,37,0.358,0.830,17/25/35 black,1,02-04263_AF-30-5,,
87,87,630_morph_Asiaten_hell/01-07300_AF-23-6dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,29,0.417,0.800,82/76/79 darkslategray,1,01-07300_AF-23-6,,
88,88,630_morph_Asiaten_hell/06-53819_AF-13-28dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_4.jpg,28,0.644,0.830,9/11/12 black,1,06-53819_AF-13-28,,
89,89,630_morph_Asiaten_hell/07-14325_AF-5-2dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,29,0.464,1.000,31/27/22 black,1,07-14325_AF-5-2,,
90,90,630_morph_Asiaten_hell/01-02541_AF-10-32dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_5.jpg,24,0.530,1.000,27/33/44 black,1,01-02541_AF-10-32,,
91,91,630_morph_Asiaten_hell/06-37364_AF-10-7dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,22,0.638,0.330,53/49/57 darkslategray,1,06-37364_AF-10-7,,
92,92,630_morph_Asiaten_hell/06-37244_AF-6-19dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_2.jpg,27,0.659,0.830,44/50/63 darkslategray,1,06-37244_AF-6-19,,
93,93,630_morph_Asiaten_hell/06-54425_AF-32-7dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,22,0.576,0.600,52/50/57 darkslategray,1,06-54425_AF-32-7,,
94,94,630_morph_Asiaten_hell/06-38061_AF-31-11dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_2.jpg,27,0.504,0.750,38/41/46 darkslategray,1,06-38061_AF-31-11,,
95,95,630_morph_Asiaten_hell/06-37198_AF-5-6dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,23,0.476,0.880,8/8/13 black,1,06-37198_AF-5-6,,
96,96,630_morph_Asiaten_hell/09-00056_AF-1-22dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_3.jpg,22,0.407,0.670,62/76/97 darkolivegreen,1,09-00056_AF-1-22,,
97,97,630_morph_Asiaten_hell/05-32036_AF-13-26dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_3.jpg,30,0.467,1.000,7/17/26 black,1,05-32036_AF-13-26,,
98,98,630_morph_Asiaten_hell/01-02284_AF-3-6dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,27,0.364,0.860,93/83/84 dimgray,1,01-02284_AF-3-6,,
99,99,630_morph_Asiaten_hell/02-02448_AF-8-5dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,26,0.382,0.750,20/28/37 black,1,02-02448_AF-8-5,,
100,100,630_morph_Asiaten_hell/05-31799_AF-6-20dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_3.jpg,32,0.376,1.000,5/8/10 black,1,05-31799_AF-6-20,,
101,101,630_morph_Asiaten_hell/07-08913_AF-6-2dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,24,0.483,0.750,35/31/25 black,1,07-08913_AF-6-2,,
102,102,630_morph_Asiaten_hell/06-53484_AF-3-23dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_3.jpg,26,0.459,0.710,1/2/2 black,1,06-53484_AF-3-23,,
103,103,630_morph_Asiaten_hell/05-42647_AF-5-10dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_2.jpg,34,0.530,1.000,42/46/60 darkslategray,1,05-42647_AF-5-10,,
104,104,630_morph_Asiaten_hell/05-32197_AF-18-22dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_4.jpg,28,0.648,0.830,16/18/20 black,1,05-32197_AF-18-22,,
105,105,630_morph_Asiaten_hell/06-53699_AF-10-7dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,28,0.661,1.000,50/46/53 darkslategray,1,06-53699_AF-10-7,,
106,106,630_morph_Asiaten_hell/05-32159_AF-17-17dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_3.jpg,24,0.443,0.670,32/56/87 darkolivegreen,1,05-32159_AF-17-17,,
107,107,630_morph_Asiaten_hell/05-32148_AF-17-6dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,23,0.412,1.000,4/5/16 black,1,05-32148_AF-17-6,,
108,108,630_morph_Asiaten_hell/05-31702_AF-3-22dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_3.jpg,32,0.684,0.670,15/16/19 black,1,05-31702_AF-3-22,,
109,109,630_morph_Asiaten_hell/05-31999_AF-12-22dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_3.jpg,32,0.571,0.830,16/17/20 black,1,05-31999_AF-12-22,,
110,110,630_morph_Asiaten_hell/04-00402_AF-12-5dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,23,0.659,0.830,38/38/41 darkslategray,1,04-00402_AF-12-5,,
111,111,630_morph_Asiaten_hell/06-37793_AF-23-7dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,23,0.557,1.000,47/43/49 darkslategray,1,06-37793_AF-23-7,,
112,112,630_morph_Asiaten_hell/06-53753_AF-11-28dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_4.jpg,28,0.598,0.500,11/14/16 black,1,06-53753_AF-11-28,,
113,113,630_morph_Asiaten_hell/06-53418_AF-1-23dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_3.jpg,28,0.472,0.330,2/2/2 black,1,06-53418_AF-1-23,,
114,114,630_morph_Asiaten_hell/06-37429_AF-12-6dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,26,0.509,1.000,8/10/19 black,1,06-37429_AF-12-6,,
115,115,630_morph_Asiaten_hell/04-00303_AF-9-5dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,24,0.595,1.000,43/44/48 darkslategray,1,04-00303_AF-9-5,,
116,116,630_morph_Asiaten_hell/07-14586_AF-12-32dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_5.jpg,23,0.559,0.670,27/47/73 darkolivegreen,1,07-14586_AF-12-32,,
117,117,630_morph_Asiaten_hell/05-43227_AF-22-29dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_5.jpg,23,0.491,0.750,27/23/25 black,1,05-43227_AF-22-29,,
118,118,630_morph_Asiaten_hell/02-00035_AF-1-1dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,24,0.527,0.750,40/31/29 black,1,02-00035_AF-1-1,,
119,119,630_morph_Asiaten_hell/05-31773_AF-5-27dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_5.jpg,26,0.517,0.670,8/20/35 black,1,05-31773_AF-5-27,,
120,120,630_morph_Asiaten_hell/06-37816_AF-23-30dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_5.jpg,24,0.445,0.800,12/15/50 black,1,06-37816_AF-23-30,,
121,121,630_morph_Asiaten_hell/08-07995_AF-11-8dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,30,0.457,1.000,17/28/50 black,1,08-07995_AF-11-8,,
122,122,630_morph_Asiaten_hell/05-31769_AF-5-23dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_3.jpg,32,0.581,0.500,22/22/23 black,1,05-31769_AF-5-23,,
123,123,630_morph_Asiaten_hell/05-32158_AF-17-16dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_3.jpg,27,0.377,0.860,20/29/57 black,1,05-32158_AF-17-16,,
124,124,630_morph_Asiaten_hell/05-43142_AF-20-10dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_2.jpg,33,0.354,0.860,38/42/54 darkslategray,1,05-43142_AF-20-10,,
125,125,630_morph_Asiaten_hell/06-53677_AF-9-18dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_2.jpg,29,0.442,0.860,36/33/36 black,1,06-53677_AF-9-18,,
126,126,630_morph_Asiaten_hell/07-14634_AF-14-14dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,21,0.564,0.750,33/36/44 darkslategray,1,07-14634_AF-14-14,,
127,127,630_morph_Asiaten_hell/01-08180_AF-16-28dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_4.jpg,27,0.542,0.710,11/12/13 black,1,01-08180_AF-16-28,,
128,128,630_morph_Asiaten_hell/06-53877_AF-15-20dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_2.jpg,32,0.496,0.500,18/25/29 black,1,06-53877_AF-15-20,,
129,129,630_morph_Asiaten_hell/05-42560_AF-2-22dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_3.jpg,28,0.600,1.000,17/18/21 black,1,05-42560_AF-2-22,,
130,130,630_morph_Asiaten_hell/05-42635_AF-4-31dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_5.jpg,30,0.420,0.500,18/17/26 black,1,05-42635_AF-4-31,,
131,131,630_morph_Asiaten_hell/08-08655_AF-31-8dummy0001_AGE_30_GLASSES_false_ETHNICITY_asian_TEINT_1.jpg,28,0.331,1.000,16/27/47 black,1,08-08655_AF-31-8,,
