27,27,,28,0.545,0.830,46/59/66 darkslategray ,1,03-04127_AF-23-4,,,lightbrown
28,28,,31,0.433,0.750,22/32/50 black ,1,05-31781_AF-6-2,,,brown
29,29,,34,0.368,0.830,5/11/18 black ,1,05-31706_AF-3-26,,,darkbrown
30,30,,20,0.397,1.000,20/38/66 darkslategray ,1,08-07797_AF-5-8,,,lightbrown
31,31,,28,0.549,0.670,6/13/21 black ,1,05-42531_AF-1-26,,,darkbrown
32,32,,21,0.483,0.500,94/92/101 dimgray ,1,08-07931_AF-9-10,,,grey
33,33,,32,0.508,0.600,11/16/30 black ,1,07-08974_AF-7-30,,,darkbrown
34,34,,26,0.464,0.670,7/7/13 black ,1,02-03699_AF-13-2,,,black
35,35,,22,0.582,0.670,28/29/35 black ,1,07-07430_AF-21-24,,,darkbrown
36,36,,24,0.646,0.600,11/11/13 black ,1,01-00854_AF-25-28,,,darkbrown
37,37,,23,0.522,0.710,10/18/34 black ,1,07-14402_AF-7-13,,,darkbrown
38,38,,28,0.550,0.830,3/6/16 black ,1,05-42643_AF-5-6,,,black
39,39,,26,0.470,0.600,10/20/35 black ,1,05-31839_AF-7-27,,,darkbrown
40,40,,27,0.347,0.880,84/75/78 darkslategray ,1,01-03538_AF-8-6,,,grey
41,41,,26,0.455,0.400,16/19/22 black ,1,05-32065_AF-14-22,,,darkbrown
42,42,,23,0.427,0.570,44/40/41 darkslategray ,1,03-03679_AF-5-6,,,brown
43,43,,32,0.435,0.800,86/77/80 darkslategray ,1,01-10633_AF-25-6,,,grey
44,44,,28,0.312,1.000,33/29/25 black ,1,07-07210_AF-15-2,,,darkbrown
45,45,,25,0.458,0.670,88/80/81 darkslategray ,1,01-09841_AF-1-6,,,grey
46,46,,28,0.464,0.600,13/15/17 black ,1,01-02537_AF-10-28,,,darkbrown
47,47,,25,0.525,0.750,44/41/45 darkslategray ,1,08-31001_AF-15-13,,,brown
48,48,,25,0.582,0.830,20/34/59 black ,1,08-31458_AF-29-8,,,brown
49,49,,26,0.661,0.670,17/20/22 black ,1,05-32494_AF-27-22,,,darkbrown
50,50,,28,0.495,0.830,18/20/23 black ,1,05-43484_AF-30-22,,,darkbrown
51,51,,21,0.426,1.000,16/24/42 black ,1,07-07386_AF-20-13,,,darkbrown
52,52,,27,0.391,0.670,28/42/53 darkslategray ,1,06-54422_AF-32-4,,,brown
53,53,,30,0.513,0.800,16/18/20 black ,1,05-31669_AF-2-22,,,darkbrown
54,54,,28,0.576,0.670,29/31/36 black ,1,07-14370_AF-6-14,,,brown
55,55,,24,0.612,1.000,20/26/35 black ,1,01-10482_AF-20-20,,,darkbrown
56,56,,24,0.439,1.000,24/25/29 black ,1,07-07298_AF-17-24,,,darkbrown
57,57,,28,0.440,0.400,88/79/83 darkslategray ,1,01-08257_AF-19-6,,,grey
58,58,,30,0.271,0.860,9/23/39 black ,1,05-32235_AF-19-27,,,darkbrown
59,59,,30,0.442,0.830,3/4/4 black ,1,07-08938_AF-6-27,,,black
60,60,,24,0.567,0.400,18/18/24 black ,1,05-31854_AF-8-9,,,darkbrown
61,61,,33,0.508,0.570,40/49/54 darkslategray ,1,03-04252_AF-28-4,,,brown
62,62,,30,0.465,0.750,31/32/35 black ,1,04-00567_AF-17-5,,,brown
63,63,,25,0.575,1.000,11/12/14 black ,1,01-04154_AF-26-28,,,darkbrown
64,64,,26,0.523,0.830,36/37/40 darkslategray ,1,04-00039_AF-1-5,,,brown
65,65,,24,0.541,1.000,20/23/33 black ,1,08-08171_AF-16-19,,,darkbrown
66,66,,26,0.581,1.000,7/9/10 black ,1,06-37253_AF-6-28,,,black
67,67,,20,0.479,0.860,12/13/15 black ,1,01-00755_AF-22-28,,,darkbrown
68,68,,26,0.570,1.000,41/39/42 darkslategray ,1,08-08594_AF-29-13,,,brown
69,69,,25,0.581,0.430,31/28/24 black ,1,07-07408_AF-21-2,,,darkbrown
70,70,,24,0.585,0.670,28/26/28 black ,1,05-43557_AF-32-29,,,darkbrown
71,71,,23,0.613,0.500,10/11/11 black ,1,01-10292_AF-14-28,,,black
72,72,,26,0.479,0.670,38/41/53 darkslategray ,1,02-04097_AF-25-4,,,brown
73,73,,29,0.466,1.000,21/27/34 black ,1,01-01370_AF-8-16,,,darkbrown
74,74,,26,0.607,0.670,3/5/14 black ,1,05-32478_AF-27-6,,,black
75,75,,22,0.534,0.800,30/33/43 black ,1,08-08456_AF-25-7,,,brown
76,76,,29,0.580,0.750,8/9/10 black ,1,06-53918_AF-16-28,,,black
77,77,,27,0.532,0.800,24/26/31 black ,1,07-14743_AF-17-24,,,darkbrown
78,78,,26,0.527,0.670,3/5/14 black ,1,05-32181_AF-18-6,,,black
79,79,,25,0.477,1.000,4/6/12 black ,1,05-32082_AF-15-6,,,black
80,80,,27,0.640,0.600,26/36/56 darkslategray ,1,05-42936_AF-14-2,,,brown
81,81,,24,0.617,0.250,44/51/64 darkslategray ,1,06-53414_AF-1-19,,,lightbrown
82,82,,30,0.532,0.800,20/28/53 black ,1,05-32521_AF-28-16,,,brown
83,83,,24,0.480,0.800,9/14/18 black ,1,04-00385_AF-11-21,,,darkbrown
84,84,,25,0.467,1.000,34/34/39 black ,1,01-02356_AF-5-12,,,brown
85,85,,20,0.500,1.000,10/10/12 black ,1,01-01019_AF-30-28,,,black
86,86,,37,0.358,0.830,17/25/35 black ,1,02-04263_AF-30-5,,,darkbrown
87,87,,29,0.417,0.800,82/76/79 darkslategray ,1,01-07300_AF-23-6,,,grey
88,88,,28,0.644,0.830,9/11/12 black ,1,06-53819_AF-13-28,,,black
89,89,,29,0.464,1.000,31/27/22 black ,1,07-14325_AF-5-2,,,darkbrown
90,90,,24,0.530,1.000,27/33/44 black ,1,01-02541_AF-10-32,,,brown
91,91,,22,0.638,0.330,53/49/57 darkslategray ,1,06-37364_AF-10-7,,,brown
92,92,,27,0.659,0.830,44/50/63 darkslategray ,1,06-37244_AF-6-19,,,lightbrown
93,93,,22,0.576,0.600,52/50/57 darkslategray ,1,06-54425_AF-32-7,,,brown
94,94,,27,0.504,0.750,38/41/46 darkslategray ,1,06-38061_AF-31-11,,,brown
95,95,,23,0.476,0.880,8/8/13 black ,1,06-37198_AF-5-6,,,black
96,96,,22,0.407,0.670,62/76/97 darkolivegreen ,1,09-00056_AF-1-22,,,grey
97,97,,30,0.467,1.000,7/17/26 black ,1,05-32036_AF-13-26,,,darkbrown
98,98,,27,0.364,0.860,93/83/84 dimgray ,1,01-02284_AF-3-6,,,grey
99,99,,26,0.382,0.750,20/28/37 black ,1,02-02448_AF-8-5,,,darkbrown
100,100,,32,0.376,1.000,5/8/10 black ,1,05-31799_AF-6-20,,,black
101,101,,24,0.483,0.750,35/31/25 black ,1,07-08913_AF-6-2,,,darkbrown
102,102,,26,0.459,0.710,1/2/2 black ,1,06-53484_AF-3-23,,,black
103,103,,34,0.530,1.000,42/46/60 darkslategray ,1,05-42647_AF-5-10,,,brown
104,104,,28,0.648,0.830,16/18/20 black ,1,05-32197_AF-18-22,,,darkbrown
105,105,,28,0.661,1.000,50/46/53 darkslategray ,1,06-53699_AF-10-7,,,brown
106,106,,24,0.443,0.670,32/56/87 darkolivegreen ,1,05-32159_AF-17-17,,,lightbrown
107,107,,23,0.412,1.000,4/5/16 black ,1,05-32148_AF-17-6,,,black
108,108,,32,0.684,0.670,15/16/19 black ,1,05-31702_AF-3-22,,,darkbrown
109,109,,32,0.571,0.830,16/17/20 black ,1,05-31999_AF-12-22,,,darkbrown
110,110,,23,0.659,0.830,38/38/41 darkslategray ,1,04-00402_AF-12-5,,,brown
111,111,,23,0.557,1.000,47/43/49 darkslategray ,1,06-37793_AF-23-7,,,brown
112,112,,28,0.598,0.500,11/14/16 black ,1,06-53753_AF-11-28,,,darkbrown
113,113,,28,0.472,0.330,2/2/2 black ,1,06-53418_AF-1-23,,,black
114,114,,26,0.509,1.000,8/10/19 black ,1,06-37429_AF-12-6,,,darkbrown
115,115,,24,0.595,1.000,43/44/48 darkslategray ,1,04-00303_AF-9-5,,,brown
116,116,,23,0.559,0.670,27/47/73 darkolivegreen ,1,07-14586_AF-12-32,,,lightbrown
117,117,,23,0.491,0.750,27/23/25 black ,1,05-43227_AF-22-29,,,darkbrown
118,118,,24,0.527,0.750,40/31/29 black ,1,02-00035_AF-1-1,,,darkbrown
119,119,,26,0.517,0.670,8/20/35 black ,1,05-31773_AF-5-27,,,darkbrown
120,120,,24,0.445,0.800,12/15/50 black ,1,06-37816_AF-23-30,,,darkbrown
121,121,,30,0.457,1.000,17/28/50 black ,1,08-07995_AF-11-8,,,brown
122,122,,32,0.581,0.500,22/22/23 black ,1,05-31769_AF-5-23,,,darkbrown
123,123,,27,0.377,0.860,20/29/57 black ,1,05-32158_AF-17-16,,,brown
124,124,,33,0.354,0.860,38/42/54 darkslategray ,1,05-43142_AF-20-10,,,brown
125,125,,29,0.442,0.860,36/33/36 black ,1,06-53677_AF-9-18,,,brown
126,126,,21,0.564,0.750,33/36/44 darkslategray ,1,07-14634_AF-14-14,,,brown
127,127,,27,0.542,0.710,11/12/13 black ,1,01-08180_AF-16-28,,,darkbrown
128,128,,32,0.496,0.500,18/25/29 black ,1,06-53877_AF-15-20,,,darkbrown
129,129,,28,0.600,1.000,17/18/21 black ,1,05-42560_AF-2-22,,,darkbrown
130,130,,30,0.420,0.500,18/17/26 black ,1,05-42635_AF-4-31,,,darkbrown
131,131,,28,0.331,1.000,16/27/47 black ,1,08-08655_AF-31-8,,,brown
132,132,,29,0.574,0.800,6/13/20 black ,1,05-32102_AF-15-26,,,darkbrown
133,133,,27,0.709,0.670,15/17/19 black ,1,05-42725_AF-7-22,,,darkbrown
134,134,,24,0.628,0.600,31/38/52 darkslategray ,1,01-01815_AF-21-32,,,brown
135,135,,27,0.336,1.000,22/33/51 black ,1,05-32540_AF-29-2,,,brown
136,136,,29,0.475,1.000,15/24/33 black ,1,02-03702_AF-13-5,,,darkbrown
137,137,,22,0.526,1.000,7/8/14 black ,1,06-38023_AF-30-6,,,black
138,138,,29,0.363,0.600,15/19/24 black ,1,05-31780_AF-6-1,,,darkbrown
139,139,,40,0.348,0.710,22/24/24 black ,1,05-32627_AF-31-23,,,darkbrown
140,140,,34,0.417,0.800,16/28/51 black ,1,08-31425_AF-28-8,,,brown
141,141,,27,0.534,1.000,28/30/37 black ,1,07-14281_AF-3-24,,,brown
142,142,,26,0.425,1.000,48/46/52 darkslategray ,1,06-37100_AF-2-7,,,brown
143,143,,24,0.372,0.880,4/6/18 black ,1,05-31818_AF-7-6,,,black
144,144,,35,0.302,0.800,18/31/55 black ,1,08-07665_AF-1-8,,,brown
145,145,,24,0.333,0.750,19/29/47 black ,1,05-32144_AF-17-2,,,brown
146,146,,31,0.293,0.600,88/79/81 darkslategray ,1,01-07201_AF-20-6,,,grey
147,147,,37,0.356,0.500,91/80/82 dimgray ,1,01-08620_AF-30-6,,,grey
148,148,,28,0.450,1.000,18/32/56 black ,1,08-08424_AF-24-8,,,brown
149,149,,26,0.541,0.800,44/39/40 darkslategray ,1,03-03979_AF-17-6,,,brown
150,150,,26,0.538,0.800,44/47/60 darkslategray ,1,05-42779_AF-9-10,,,brown
151,151,,31,0.683,0.670,16/18/21 black ,1,05-31768_AF-5-22,,,darkbrown
152,152,,26,0.436,0.800,49/49/55 darkslategray ,1,04-01029_AF-31-5,,,brown
153,153,,27,0.476,0.830,33/29/29 black ,1,02-02939_AF-23-1,,,darkbrown
154,154,,30,0.603,0.860,6/14/22 black ,1,05-32597_AF-30-26,,,darkbrown
155,155,,33,0.650,0.250,38/48/57 darkslategray ,1,03-04177_AF-25-4,,,brown
156,156,,28,0.544,0.800,16/18/22 black ,1,05-42956_AF-14-22,,,darkbrown
157,157,,24,0.398,0.830,1/2/2 black ,1,06-37083_AF-1-23,,,black
158,158,,39,0.440,0.830,4/5/6 black ,1,09-00277_AF-8-12,,,black
159,159,,29,0.620,0.670,9/28/51 black ,1,05-31872_AF-8-27,,,brown
160,160,,32,0.328,0.750,31/31/36 black ,1,01-02752_AF-17-12,,,brown
161,161,,18,0.451,1.000,16/27/47 black ,1,08-08391_AF-23-8,,,brown
162,162,,25,0.479,0.800,33/35/42 darkslategray ,1,07-08760_AF-1-14,,,brown
163,163,,27,0.496,0.670,16/17/21 black ,1,04-01005_AF-30-14,,,darkbrown
164,164,,24,0.569,0.620,43/41/45 darkslategray ,1,08-08462_AF-25-13,,,brown
165,165,,24,0.589,0.750,12/14/17 black ,1,01-00590_AF-17-28,,,darkbrown
166,166,,27,0.536,1.000,17/18/21 black ,1,05-43286_AF-24-22,,,darkbrown
167,167,,24,0.348,1.000,20/26/40 black ,1,01-03675_AF-12-11,,,darkbrown
168,168,,31,0.450,0.710,31/31/36 black ,1,01-10639_AF-25-12,,,brown
169,169,,36,0.391,0.670,16/28/48 black ,1,08-30699_AF-6-8,,,brown
170,170,,26,0.460,1.000,16/24/33 black ,1,02-02943_AF-23-5,,,darkbrown
171,171,,26,0.451,0.800,33/36/48 darkslategray ,1,08-07697_AF-2-7,,,brown
172,172,,31,0.371,1.000,83/74/76 darkslategray ,1,01-08653_AF-31-6,,,grey
173,173,,24,0.513,0.600,11/13/15 black ,1,01-03527_AF-7-28,,,darkbrown
174,174,,25,0.492,1.000,1/2/2 black ,1,06-38040_AF-30-23,,,black
175,175,,27,0.541,0.800,19/34/61 black ,1,08-30600_AF-3-8,,,brown
176,176,,24,0.622,0.750,21/27/38 black ,1,01-08403_AF-23-20,,,darkbrown
177,177,,29,0.531,0.570,24/29/41 black ,1,01-02298_AF-3-20,,,brown
178,178,,20,0.487,0.670,38/48/64 darkslategray ,1,05-31957_AF-11-13,,,lightbrown
179,179,,17,0.600,0.800,13/14/16 black ,1,01-03098_AF-27-28,,,darkbrown
180,180,,21,0.509,1.000,7/8/13 black ,1,06-53929_AF-17-6,,,black
181,181,,24,0.562,0.600,3/6/20 black ,1,05-43138_AF-20-6,,,darkbrown
182,182,,29,0.521,0.860,15/17/19 black ,1,05-31801_AF-6-22,,,darkbrown
183,183,,30,0.420,1.000,6/12/19 black ,1,05-31904_AF-9-26,,,darkbrown
184,184,,34,0.413,0.710,27/41/52 darkslategray ,1,06-54389_AF-31-4,,,brown
185,185,,31,0.476,1.000,19/27/37 black ,1,02-07499_AF-29-5,,,darkbrown
186,186,,26,0.327,0.830,36/30/27 black ,1,02-03863_AF-18-1,,,darkbrown
187,187,,28,0.462,0.750,51/61/77 darkslategray ,1,01-00036_AF-1-2,,,lightbrown
188,188,,26,0.549,0.830,6/14/23 black ,1,05-43225_AF-22-27,,,darkbrown
189,189,,27,0.306,0.600,5/9/13 black ,1,09-00995_AF-30-4,,,black
190,190,,29,0.513,1.000,25/36/44 black ,1,06-53696_AF-10-4,,,brown
191,191,,24,0.620,1.000,24/25/37 black ,1,06-37754_AF-22-1,,,darkbrown
192,192,,29,0.661,0.600,41/37/38 darkslategray ,1,03-04179_AF-25-6,,,brown
193,193,,21,0.520,0.830,55/64/84 darkolivegreen ,1,09-21869_AF-2-22,,,lightbrown
194,194,,25,0.622,0.800,19/21/25 black ,1,05-43517_AF-31-22,,,darkbrown
195,195,,28,0.571,0.800,17/19/22 black ,1,05-42824_AF-10-22,,,darkbrown
196,196,,27,0.435,0.800,30/32/33 black ,1,09-64337_AF-2-19,,,brown
197,197,,34,0.278,1.000,48/56/70 darkslategray ,1,01-00366_AF-11-2,,,lightbrown
198,198,,32,0.492,1.000,12/15/22 black ,1,07-15017_AF-26-1,,,darkbrown
199,199,,22,0.398,0.600,11/18/38 black ,1,08-30858_AF-11-2,,,darkbrown
200,200,,28,0.518,0.710,28/36/54 darkslategray ,1,05-42639_AF-5-2,,,brown
201,201,,21,0.722,0.750,10/11/13 black ,1,01-01679_AF-17-28,,,darkbrown
202,202,,27,0.625,0.670,7/20/36 black ,1,05-32202_AF-18-27,,,darkbrown
203,203,,29,0.590,0.500,11/15/48 black ,1,06-53689_AF-9-30,,,darkbrown
204,204,,28,0.454,0.800,7/8/9 black ,1,07-08773_AF-1-27,,,black
205,205,,22,0.431,0.750,18/26/35 black ,1,02-04923_AF-17-5,,,darkbrown
206,206,,29,0.513,1.000,39/49/56 darkslategray ,1,03-03627_AF-3-4,,,brown
207,207,,22,0.549,1.000,26/27/31 black ,1,07-07562_AF-25-24,,,darkbrown
208,208,,26,0.551,0.830,37/37/41 darkslategray ,1,04-00963_AF-29-5,,,brown
209,209,,24,0.542,0.670,8/9/11 black ,1,06-53522_AF-4-28,,,black
210,210,,27,0.489,0.620,31/32/39 black ,1,07-14403_AF-7-14,,,brown
211,211,,33,0.398,0.750,42/53/70 darkslategray ,1,05-31990_AF-12-13,,,lightbrown
212,212,,30,0.368,1.000,16/25/34 black ,1,02-04230_AF-29-5,,,darkbrown
213,213,,26,0.378,0.670,9/9/14 black ,1,06-37462_AF-13-6,,,darkbrown
214,214,,26,0.393,1.000,36/46/63 darkslategray ,1,05-32155_AF-17-13,,,lightbrown
215,215,,27,0.681,0.570,8/9/13 black ,1,06-53665_AF-9-6,,,black
216,216,,29,0.400,1.000,27/30/38 black ,1,03-00783_AF-26-2,,,brown
217,217,,26,0.454,0.860,45/48/61 darkslategray ,1,05-32152_AF-17-10,,,brown
218,218,,28,0.529,0.400,16/18/22 black ,1,05-43550_AF-32-22,,,darkbrown
219,219,,21,0.512,0.860,36/37/40 darkslategray ,1,04-00171_AF-5-5,,,brown
220,220,,25,0.477,1.000,18/20/25 black ,1,05-32395_AF-24-22,,,darkbrown
221,221,,28,0.438,0.500,34/30/26 black ,1,07-07144_AF-13-2,,,darkbrown
222,222,,36,0.342,0.670,45/48/59 darkslategray ,1,05-42614_AF-4-10,,,brown
223,223,,28,0.500,0.750,20/30/47 black ,1,05-42540_AF-2-2,,,brown
224,224,,29,0.656,0.750,16/18/20 black ,1,05-31735_AF-4-22,,,darkbrown
225,225,,28,0.700,1.000,17/21/30 black ,1,01-02496_AF-9-20,,,darkbrown
226,226,,24,0.598,0.500,34/37/48 darkslategray ,1,02-06838_AF-9-4,,,brown
227,227,,31,0.402,0.600,25/38/46 black ,1,06-53399_AF-1-4,,,brown
228,228,,26,0.447,0.710,26/25/27 black ,1,02-02353_AF-5-9,,,darkbrown
229,229,,27,0.556,0.800,31/34/44 black ,1,08-30764_AF-8-7,,,brown
230,230,,28,0.477,1.000,17/20/22 black ,1,01-01179_AF-2-23,,,darkbrown
231,231,,26,0.463,1.000,8/10/16 black ,1,06-54424_AF-32-6,,,darkbrown
232,232,,27,0.655,1.000,37/41/45 darkslategray ,1,06-37830_AF-24-11,,,brown
233,233,,23,0.487,1.000,33/35/46 darkslategray ,1,08-30863_AF-11-7,,,brown
234,234,,30,0.352,0.800,20/30/50 black ,1,05-42771_AF-9-2,,,brown
235,235,,29,0.560,0.830,19/38/67 maroon ,1,08-30567_AF-2-8,,,lightbrown
236,236,,26,0.595,0.800,15/18/23 black ,1,05-43529_AF-32-1,,,darkbrown
237,237,,29,0.638,0.570,10/21/37 black ,1,05-32532_AF-28-27,,,darkbrown
238,238,,20,0.471,1.000,17/24/41 black ,1,07-07584_AF-26-13,,,darkbrown
239,239,,29,0.516,0.670,14/18/27 black ,1,05-31846_AF-8-1,,,darkbrown
240,240,,27,0.582,0.800,27/28/29 black ,1,09-01637_AF-16-19,,,darkbrown
241,241,,22,0.590,1.000,17/26/52 black ,1,08-31419_AF-28-2,,,brown
242,242,,30,0.703,0.830,15/16/17 black ,1,05-32593_AF-30-22,,,darkbrown
243,243,,23,0.538,0.670,50/55/76 darkslategray ,1,07-07165_AF-13-23,,,lightbrown
244,244,,30,0.487,1.000,32/33/40 black ,1,07-14700_AF-16-14,,,brown
245,245,,28,0.587,0.860,23/27/37 black ,1,01-00978_AF-29-20,,,darkbrown
246,246,,29,0.538,0.500,33/36/48 darkslategray ,1,02-05219_AF-26-4,,,brown
247,247,,26,0.452,0.670,46/44/50 darkslategray ,1,06-37199_AF-5-7,,,brown
248,248,,28,0.358,0.570,88/81/86 dimgray ,1,01-02416_AF-7-6,,,grey
249,249,,20,0.525,0.400,38/37/41 darkslategray ,1,04-00765_AF-23-5,,,brown
250,250,,33,0.444,0.710,4/4/5 black ,1,07-07171_AF-13-29,,,black
251,251,,24,0.513,1.000,7/14/23 black ,1,05-32531_AF-28-26,,,darkbrown
252,252,,27,0.540,0.710,9/12/15 black ,1,06-38045_AF-30-28,,,darkbrown
253,253,,23,0.432,0.830,26/42/68 darkslategray ,1,09-00123_AF-3-23,,,lightbrown
254,254,,22,0.531,0.670,8/8/8 black ,1,01-02801_AF-18-28,,,black
255,255,,26,0.528,0.500,1/1/1 black ,1,06-37842_AF-24-23,,,black
256,256,,23,0.611,0.620,23/42/67 darkslategray ,1,07-07669_AF-28-32,,,lightbrown
257,257,,25,0.483,1.000,29/33/38 black ,1,05-31782_AF-6-3,,,brown
258,258,,25,0.557,0.830,13/17/23 black ,1,05-43001_AF-16-1,,,darkbrown
259,259,,21,0.685,0.860,37/33/32 black ,1,03-03804_AF-10-6,,,brown
260,260,,25,0.590,1.000,43/52/65 darkslategray ,1,06-53645_AF-8-19,,,lightbrown
261,261,,20,0.475,0.830,37/41/58 darkslategray ,1,02-07378_AF-25-16,,,brown
262,262,,23,0.412,0.800,12/20/43 black ,1,08-30594_AF-3-2,,,darkbrown
263,263,,27,0.526,0.750,30/27/22 black ,1,07-07474_AF-23-2,,,darkbrown
264,264,,29,0.448,1.000,9/10/11 black ,1,01-01349_AF-7-28,,,black
265,265,,27,0.548,0.800,12/21/32 black ,1,01-02386_AF-6-9,,,darkbrown
266,266,,24,0.615,0.830,9/23/40 black ,1,05-32169_AF-17-27,,,darkbrown
267,267,,23,0.468,0.830,13/21/30 black ,1,06-37072_AF-1-12,,,darkbrown
268,268,,22,0.456,1.000,3/5/19 black ,1,05-31950_AF-11-6,,,black
269,269,,21,0.487,0.800,8/13/17 black ,1,04-00781_AF-23-21,,,darkbrown
270,270,,24,0.471,0.670,30/51/81 darkolivegreen ,1,05-43281_AF-24-17,,,lightbrown
271,271,,26,0.512,1.000,15/19/27 black ,1,05-42935_AF-14-1,,,darkbrown
272,272,,31,0.616,0.670,16/24/34 black ,1,02-07334_AF-24-5,,,darkbrown
273,273,,26,0.588,0.330,17/18/21 black ,1,05-32560_AF-29-22,,,darkbrown
274,274,,17,0.371,0.830,10/17/30 black ,1,07-14963_AF-24-13,,,darkbrown
275,275,,28,0.504,1.000,72/59/55 darkslategray ,1,07-07149_AF-13-7,,,brown
276,276,,27,0.491,1.000,4/5/11 black ,1,05-43204_AF-22-6,,,black
277,277,,30,0.412,0.860,19/30/50 black ,1,05-43068_AF-18-2,,,brown
278,278,,20,0.371,0.500,24/28/36 black ,1,07-14629_AF-14-9,,,darkbrown
279,279,,26,0.415,0.830,38/30/28 black ,1,02-03137_AF-29-1,,,darkbrown
280,280,,33,0.477,0.570,11/14/22 black ,1,07-14258_AF-3-1,,,darkbrown
281,281,,31,0.583,0.600,16/17/20 black ,1,05-42659_AF-5-22,,,darkbrown
282,282,,28,0.548,0.710,44/66/92 darkolivegreen ,1,06-53420_AF-1-25,,,lightbrown
283,283,,28,0.492,0.400,24/35/55 black ,1,05-42837_AF-11-2,,,brown
284,284,,34,0.519,1.000,7/16/26 black ,1,05-43191_AF-21-26,,,darkbrown
285,285,,30,0.605,0.750,3/4/13 black ,1,05-42610_AF-4-6,,,black
286,286,,25,0.492,1.000,8/22/38 black ,1,05-32466_AF-26-27,,,darkbrown
287,287,,25,0.454,0.670,41/33/30 black ,1,02-02510_AF-10-1,,,brown
288,288,,24,0.492,1.000,28/33/44 black ,1,01-00429_AF-12-32,,,brown
289,289,,26,0.481,1.000,20/24/35 black ,1,01-10119_AF-9-20,,,darkbrown
290,290,,23,0.500,0.830,9/10/15 black ,1,06-53863_AF-15-6,,,darkbrown
291,291,,21,0.411,0.670,21/23/36 black ,1,06-37094_AF-2-1,,,darkbrown
292,292,,21,0.516,1.000,11/12/13 black ,1,01-02009_AF-27-28,,,darkbrown
293,293,,32,0.450,1.000,81/74/77 darkslategray ,1,01-01789_AF-21-6,,,grey
294,294,,31,0.661,0.830,15/16/18 black ,1,05-32032_AF-13-22,,,darkbrown
295,295,,28,0.643,1.000,16/17/19 black ,1,05-42527_AF-1-22,,,darkbrown
296,296,,19,0.737,0.830,44/46/66 darkslategray ,1,07-07429_AF-21-23,,,lightbrown
297,297,,26,0.638,0.670,10/21/35 black ,1,05-31674_AF-2-27,,,darkbrown
298,298,,26,0.524,0.620,20/25/34 black ,1,01-00846_AF-25-20,,,darkbrown
299,299,,23,0.402,1.000,8/15/24 black ,1,05-42828_AF-10-26,,,darkbrown
300,300,,25,0.435,1.000,15/17/22 black ,1,04-00642_AF-19-14,,,darkbrown
301,301,,23,0.504,0.830,9/9/14 black ,1,06-54358_AF-30-6,,,darkbrown
302,302,,30,0.589,1.000,20/32/60 black ,1,05-31663_AF-2-16,,,brown
303,303,,23,0.508,1.000,46/41/41 darkslategray ,1,03-04029_AF-19-6,,,brown
304,304,,22,0.560,1.000,19/20/25 black ,1,05-31722_AF-4-9,,,darkbrown
305,305,,29,0.488,0.670,18/33/59 black ,1,08-31161_AF-20-8,,,brown
306,306,,27,0.464,0.830,32/36/53 darkslategray ,1,06-53957_AF-18-1,,,brown
