26, 35, 42
32, 27, 22
31, 63, 187
0, 8, 7
0, 6, 9
21, 36, 40
25, 27, 28
32, 42, 39
57, 63, 81
13, 15, 16
15, 17, 19
41, 43, 36
30, 37, 50
8, 14, 17
16, 16, 27
28, 36, 66
8, 8, 7
0, 14, 26
0, 9, 37
4, 4, 4
29, 33, 43
55, 65, 65
28, 31, 36
34, 33, 40
7, 10, 11
34, 31, 36
62, 60, 87
24, 33, 46
9, 8, 10
36, 50, 64
7, 7, 12
27, 26, 37
39, 51, 52
15, 15, 19
30, 32, 32
17, 19, 19
36, 29, 32
40, 50, 48
23, 31, 47
13, 16, 17
14, 16, 26
37, 42, 52
31, 40, 58
18, 21, 15
28, 23, 32
14, 15, 16
9, 10, 17
41, 49, 50
18, 28, 36
19, 28, 47
20, 41, 73
12, 14, 13
8, 13, 21
0, 6, 40
7, 10, 14
40, 42, 42
0, 15, 31
15, 15, 16
62, 67, 88
28, 27, 30
25, 27, 37
32, 31, 57
55, 53, 62
93, 88, 99
36, 35, 38
2, 2, 3
8, 16, 16
12, 9, 7
0, 69, 93
5, 5, 6
2, 2, 2
24, 36, 100
39, 42, 47
9, 12, 16
30, 28, 29
75, 86, 104
53, 48, 71
10, 21, 35
34, 31, 28
4, 4, 4
10, 19, 38
0, 20, 39
22, 32, 40
4, 7, 21
9, 15, 14
28, 48, 76
11, 16, 20
26, 25, 36
14, 16, 17
6, 9, 16
79, 69, 41
5, 5, 11
28, 22, 42
21, 22, 28
38, 25, 20
7, 11, 14
15, 15, 17
54, 77, 107
27, 38, 55
5, 13, 20
4, 7, 22
0, 26, 29
41, 30, 23
26, 28, 36
22, 24, 36
8, 9, 14
24, 25, 39
8, 8, 8
88, 82, 86
15, 16, 15
16, 15, 16
67, 69, 88
10, 15, 26
17, 25, 33
9, 17, 18
17, 15, 22
9, 10, 14
18, 19, 42
38, 35, 31
15, 14, 16
16, 29, 55
34, 36, 71
17, 16, 20
30, 33, 37
7, 15, 22
26, 29, 36
37, 33, 32
23, 21, 21
41, 35, 44
19, 24, 40
12, 15, 20
29, 30, 32
21, 40, 52
10, 16, 17
84, 79, 83
31, 45, 70
57, 64, 84
0, 18, 44
94, 82, 82
4, 7, 20
10, 13, 15
0, 0, 3
8, 10, 13
5, 10, 10
22, 27, 52
92, 81, 83
33, 34, 37
26, 28, 29
26, 32, 32
25, 31, 48
18, 17, 15
27, 37, 43
0, 3, 3
4, 5, 16
20, 23, 36
35, 29, 27
30, 41, 63
8, 8, 15
104, 113, 135
12, 16, 19
39, 40, 41
4, 8, 26
2, 5, 13
23, 40, 64
0, 25, 40
28, 29, 43
21, 28, 42
26, 32, 42
34, 35, 64
29, 43, 64
87, 87, 90
0, 6, 9
5, 5, 5
12, 16, 16
16, 15, 16
22, 32, 42
11, 10, 14
0, 20, 32
15, 17, 18
5, 7, 9
24, 27, 32
31, 36, 41
22, 34, 34
6, 14, 18
26, 35, 59
21, 32, 33
0, 14, 24
17, 28, 45
16, 17, 19
7, 9, 13
1, 1, 1
0, 6, 18
21, 27, 39
6, 5, 9
0, 28, 53
10, 15, 27
75, 63, 50
9, 8, 10
0, 7, 7
5, 11, 39
15, 20, 20
26, 28, 32
0, 6, 20
59, 49, 60
24, 25, 40
17, 20, 39
75, 82, 96
7, 10, 8
14, 14, 15
26, 31, 32
48, 47, 74
15, 27, 55
6, 6, 10
18, 35, 58
39, 41, 34
12, 20, 6
12, 33, 56
14, 16, 17
2, 2, 2
7, 8, 12
14, 22, 32
73, 31, 29
11, 11, 17
12, 12, 29
16, 21, 25
5, 4, 6
11, 10, 16
35, 52, 82
6, 8, 8
34, 37, 60
5, 5, 5
22, 25, 31
33, 43, 46
9, 17, 26
82, 67, 58
42, 46, 51
48, 28, 34
14, 25, 28
31, 53, 66
14, 13, 17
46, 54, 67
86, 86, 81
20, 25, 41
14, 20, 42
85, 78, 81
30, 40, 50
25, 33, 49
33, 23, 27
25, 31, 60
13, 17, 20
16, 16, 17
5, 17, 22
17, 19, 19
48, 51, 52
18, 15, 35
11, 10, 12
26, 26, 31
19, 25, 34
0, 18, 28
25, 45, 90
12, 22, 28
4, 7, 9
27, 30, 35
0, 13, 33
26, 29, 42
31, 31, 26
95, 85, 87
27, 29, 32
93, 82, 83
8, 9, 9
19, 43, 55
9, 6, 8
11, 18, 22
8, 9, 13
11, 11, 17
9, 7, 7
22, 23, 35
10, 13, 17
14, 14, 32
33, 46, 57
11, 25, 51
54, 38, 49
43, 55, 61
0, 0, 1
32, 35, 42
31, 32, 39
6, 6, 6
18, 29, 63
5, 7, 8
13, 12, 14
4, 5, 15
12, 12, 18
6, 7, 22
99, 83, 88
46, 50, 57
7, 11, 12
41, 31, 29
34, 31, 37
15, 12, 14
31, 32, 39
24, 41, 44
16, 19, 23
20, 22, 21
14, 15, 16
24, 28, 43
4, 6, 22
18, 25, 33
24, 27, 58
22, 48, 42
92, 76, 80
5, 12, 19
45, 37, 71
27, 20, 31
23, 21, 25
10, 10, 11
10, 14, 28
12, 17, 41
43, 39, 56
19, 28, 42
10, 9, 13
32, 31, 28
17, 19, 20
5, 7, 17
55, 61, 69
17, 16, 18
57, 67, 87
10, 15, 13
46, 34, 22
15, 10, 32
10, 9, 13
18, 29, 34
24, 23, 36
8, 9, 9
21, 23, 32
3, 5, 5
1, 1, 1
111, 86, 75
31, 32, 37
9, 8, 12
73, 58, 49
17, 22, 35
6, 14, 5
23, 39, 43
22, 37, 57
26, 46, 59
16, 24, 37
23, 25, 31
31, 32, 36
40, 30, 44
27, 31, 37
30, 24, 26
18, 29, 38
34, 33, 35
110, 93, 89
21, 21, 21
4, 4, 4
82, 84, 77
0, 17, 49
28, 29, 36
26, 33, 40
34, 39, 58
11, 13, 17
0, 15, 28
41, 46, 57
0, 6, 10
38, 32, 46
40, 39, 40
59, 54, 69
5, 5, 5
7, 13, 22
15, 19, 24
10, 10, 14
33, 36, 38
9, 8, 11
13, 15, 21
0, 7, 10
5, 7, 8
4, 6, 15
1, 0, 2
32, 28, 23
75, 56, 53
2, 4, 5
18, 65, 80
0, 9, 33
10, 10, 15
12, 16, 16
22, 22, 28
8, 14, 20
3, 6, 17
7, 11, 9
30, 26, 31
9, 9, 14
32, 45, 44
30, 37, 47
4, 5, 14
29, 31, 39
97, 98, 110
30, 32, 34
6, 7, 6
14, 16, 17
14, 16, 17
15, 17, 26
27, 43, 70
19, 33, 53
5, 7, 8
12, 13, 14
8, 7, 9
14, 16, 17
3, 7, 13
27, 33, 37
0, 19, 35
23, 32, 63
8, 10, 13
52, 53, 54
8, 10, 10
0, 6, 24
15, 15, 16
37, 49, 40
10, 10, 12
21, 24, 37
4, 16, 19
39, 34, 25
16, 15, 19
4, 4, 4
25, 21, 21
116, 138, 186
14, 15, 17
0, 0, 0
1, 1, 1
9, 11, 11
9, 11, 12
13, 16, 22
9, 12, 16
0, 35, 61
10, 13, 17
10, 12, 13
26, 36, 91
70, 76, 58
41, 40, 41
26, 39, 73
6, 8, 8
39, 30, 27
8, 10, 10
17, 17, 28
0, 13, 50
29, 25, 34
4, 8, 7
17, 17, 18
3, 12, 6
14, 11, 21
19, 20, 16
5, 7, 8
16, 19, 15
16, 21, 18
13, 16, 14
13, 15, 18
53, 44, 50
13, 15, 15
11, 18, 14
0, 7, 7
44, 39, 48
0, 9, 27
50, 44, 49
7, 7, 7
11, 14, 24
52, 42, 53
0, 1, 1
0, 12, 30
0, 12, 11
15, 18, 18
13, 14, 21
24, 21, 23
14, 17, 15
31, 36, 36
14, 11, 14
16, 16, 16
3, 5, 5
40, 37, 44
23, 53, 54
17, 19, 19
4, 4, 3
15, 18, 16
0, 14, 17
7, 9, 7
42, 37, 45
2, 9, 6
65, 26, 30
12, 18, 17
5, 7, 8
0, 12, 10
10, 15, 17
0, 13, 6
43, 43, 45
2, 4, 5
18, 19, 16
12, 13, 14
9, 15, 14
11, 13, 11
16, 15, 15
7, 15, 16
46, 36, 48
7, 9, 10
18, 18, 23
11, 17, 20
7, 14, 12
12, 14, 20
9, 11, 13
13, 17, 21
8, 10, 14
15, 13, 12
10, 10, 10
44, 39, 50
16, 15, 15
50, 45, 53
0, 0, 3
11, 15, 15
12, 9, 20
3, 5, 5
15, 16, 17
19, 23, 23
8, 9, 8
5, 7, 8
57, 25, 50
48, 46, 48
13, 20, 25
10, 12, 12
15, 13, 12
17, 21, 18
7, 8, 8
8, 20, 8
22, 24, 25
10, 17, 18
10, 12, 11
12, 12, 12
18, 29, 34
12, 17, 19
25, 24, 22
11, 15, 16
11, 15, 13
0, 8, 3
12, 17, 20
1, 0, 2
16, 14, 18
4, 14, 31
7, 11, 9
1, 1, 1
9, 13, 11
21, 19, 20
14, 11, 11
13, 21, 29
50, 42, 48
11, 23, 13
8, 19, 22
13, 14, 12
15, 10, 11
16, 17, 15
21, 50, 44
0, 19, 23
45, 40, 45
19, 18, 16
10, 18, 38
20, 21, 21
9, 19, 38
14, 11, 11
9, 11, 17
53, 48, 54
11, 10, 10
16, 20, 23
9, 17, 18
12, 16, 28
12, 9, 20
0, 15, 20
7, 13, 18
11, 16, 14
14, 16, 29
3, 10, 11
17, 18, 19
2, 2, 3
19, 19, 19
15, 20, 15
0, 7, 12
17, 23, 18
0, 14, 15
18, 20, 19
13, 12, 11
14, 11, 14
0, 10, 12
13, 16, 17
55, 53, 58
48, 45, 46
15, 16, 14
0, 10, 29
10, 15, 6
14, 14, 12
14, 14, 11
11, 14, 18
20, 25, 28
0, 0, 2
12, 12, 11
15, 25, 28
1, 0, 2
12, 12, 17
16, 18, 19
17, 20, 17
19, 20, 23
11, 16, 15
6, 8, 8
8, 15, 17
19, 22, 18
44, 40, 43
0, 17, 36
14, 22, 27
6, 11, 16
4, 9, 10
18, 19, 19
19, 20, 23
8, 13, 18
34, 41, 80
13, 15, 20
18, 23, 20
13, 18, 24
13, 14, 16
20, 30, 26
17, 18, 18
7, 9, 10
8, 10, 9
0, 13, 7
0, 0, 2
9, 10, 12
19, 37, 26
4, 3, 5
11, 14, 20
1, 0, 2
13, 18, 20
9, 20, 9
12, 16, 23
11, 14, 8
7, 16, 10
10, 12, 13
44, 35, 50
14, 15, 15
0, 1, 0
0, 9, 20
47, 45, 47
10, 19, 20
21, 22, 23
6, 8, 7
0, 0, 0
0, 12, 7
10, 17, 11
0, 6, 23
19, 21, 28
47, 43, 49
9, 9, 11
17, 15, 15
10, 15, 13
0, 12, 6
17, 15, 27
57, 51, 58
10, 13, 15
12, 17, 15
12, 15, 13
49, 48, 50
16, 14, 16
11, 20, 26
14, 18, 28
6, 8, 11
11, 11, 9
12, 19, 28
11, 16, 13
10, 14, 15
0, 16, 23
8, 8, 8
12, 18, 19
45, 45, 41
14, 13, 14
46, 45, 50
11, 13, 15
17, 15, 16
11, 11, 10
13, 17, 12
14, 14, 20
13, 13, 19
4, 6, 7
10, 15, 17
10, 10, 13
17, 19, 14
9, 7, 8
13, 16, 17
9, 10, 8
0, 6, 7
11, 11, 10
8, 9, 7
8, 12, 22
8, 18, 19
10, 10, 11
41, 38, 51
17, 18, 17
7, 8, 10
11, 11, 11
9, 17, 12
66, 241, 138
15, 21, 26
20, 18, 20
5, 5, 5
12, 18, 14
9, 10, 12
20, 23, 19
18, 14, 11
13, 13, 14
18, 19, 63
15, 17, 15
19, 17, 16
20, 18, 16
0, 8, 6
19, 20, 14
55, 49, 52
18, 18, 17
0, 15, 7
13, 16, 18
11, 15, 16
12, 14, 20
8, 10, 22
14, 15, 16
0, 5, 20
23, 19, 27
11, 15, 11
18, 19, 28
11, 16, 16
51, 46, 48
15, 20, 20
10, 15, 18
0, 27, 28
15, 14, 14
8, 8, 8
15, 22, 28
4, 8, 9
13, 12, 11
8, 13, 11
12, 19, 15
18, 20, 27
11, 13, 20
11, 15, 18
15, 20, 13
16, 20, 23
46, 36, 42
6, 5, 7
0, 26, 31
4, 3, 5
15, 17, 18
25, 27, 34
0, 11, 20
12, 21, 21
20, 16, 21
9, 11, 13
0, 5, 3
18, 19, 29
5, 5, 4
54, 77, 87
33, 49, 78
0, 1, 2
7, 7, 7
16, 23, 35
17, 26, 44
17, 18, 23
11, 15, 28
3, 2, 4
23, 114, 71
21, 59, 55
11, 9, 10
34, 50, 72
12, 14, 13
52, 50, 75
23, 24, 33
14, 18, 27
53, 56, 85
9, 10, 11
0, 5, 5
13, 12, 16
11, 10, 12
13, 32, 64
11, 16, 23
12, 16, 17
0, 0, 0
0, 1, 3
0, 2, 0
15, 12, 28
45, 51, 72
0, 26, 31
6, 28, 37
31, 50, 76
11, 19, 28
24, 37, 47
14, 25, 26
12, 11, 12
0, 6, 5
10, 12, 17
29, 52, 62
5, 4, 7
0, 3, 3
19, 39, 69
9, 12, 16
0, 4, 4
13, 15, 23
52, 70, 86
10, 13, 26
14, 17, 24
6, 5, 7
23, 27, 39
2, 2, 2
9, 17, 25
2, 4, 4
15, 13, 23
81, 51, 182
11, 15, 46
0, 1, 2
8, 8, 13
8, 8, 8
15, 39, 101
0, 3, 4
15, 23, 38
8, 7, 9
13, 14, 28
11, 11, 22
14, 17, 22
9, 10, 16
0, 30, 17
0, 24, 29
16, 18, 17
0, 12, 18
0, 6, 9
17, 24, 37
16, 10, 8
7, 2, 4
7, 6, 6
25, 36, 42
18, 20, 28
2, 2, 2
20, 30, 53
0, 6, 7
11, 11, 13
28, 49, 70
0, 0, 1
4, 3, 5
21, 23, 29
12, 16, 23
11, 16, 24
14, 23, 32
39, 64, 75
23, 43, 41
9, 11, 16
4, 3, 5
11, 19, 24
17, 24, 55
17, 13, 13
7, 7, 7
0, 0, 1
18, 28, 44
13, 13, 16
15, 15, 43
3, 4, 4
18, 27, 46
6, 7, 6
19, 18, 22
12, 11, 15
28, 38, 52
0, 0, 0
3, 3, 3
12, 17, 23
13, 16, 26
19, 25, 32
6, 6, 6
0, 22, 50
0, 0, 0
12, 17, 20
4, 3, 5
0, 9, 8
0, 16, 25
48, 54, 72
12, 7, 11
18, 35, 70
41, 48, 61
10, 13, 15
9, 8, 10
34, 53, 63
16, 15, 17
37, 31, 68
16, 19, 19
0, 8, 6
18, 102, 72
14, 20, 46
23, 14, 22
49, 50, 61
30, 48, 57
14, 10, 19
4, 3, 5
38, 60, 78
14, 19, 18
10, 12, 11
0, 0, 1
9, 9, 9
9, 10, 11
19, 38, 60
1, 1, 1
3, 3, 3
38, 55, 76
35, 46, 63
6, 8, 9
7, 17, 12
11, 14, 13
22, 28, 45
34, 43, 76
23, 21, 34
8, 6, 9
17, 29, 43
55, 56, 74
4, 3, 5
13, 18, 21
6, 8, 9
10, 19, 32
3, 2, 3
0, 4, 5
10, 9, 10
14, 18, 37
17, 25, 41
12, 18, 19
10, 12, 19
11, 13, 18
78, 105, 158
24, 37, 47
48, 42, 52
8, 30, 40
16, 16, 17
3, 3, 3
10, 14, 16
9, 10, 14
43, 58, 74
11, 13, 14
0, 2, 2
12, 14, 23
58, 59, 79
15, 13, 33
12, 14, 25
18, 57, 89
0, 3, 3
4, 3, 5
10, 17, 39
19, 31, 53
6, 11, 24
4, 3, 5
0, 1, 0
16, 18, 21
10, 10, 10
3, 5, 3
13, 13, 16
11, 14, 16
13, 16, 20
2, 2, 2
15, 48, 51
15, 15, 24
17, 28, 64
5, 10, 8
47, 42, 70
28, 52, 42
10, 11, 9
17, 18, 25
6, 9, 13
17, 29, 41
11, 17, 14
16, 19, 40
4, 5, 5
26, 38, 55
49, 55, 73
6, 14, 21
29, 69, 69
15, 21, 42
0, 18, 26
0, 9, 28
16, 16, 19
10, 13, 19
13, 31, 47
11, 13, 13
4, 6, 6
50, 51, 70
15, 24, 43
0, 12, 40
18, 15, 15
19, 55, 83
8, 7, 9
4, 3, 5
18, 15, 15
9, 37, 48
18, 20, 30
15, 26, 66
7, 6, 8
40, 49, 55
15, 16, 18
16, 27, 35
15, 19, 24
54, 60, 76
16, 18, 22
9, 8, 10
16, 22, 34
8, 7, 9
43, 66, 83
0, 1, 2
0, 11, 20
17, 32, 78
35, 45, 63
3, 5, 5
0, 5, 3
20, 21, 25
23, 36, 64
10, 13, 13
20, 30, 44
11, 12, 16
6, 5, 5
24, 34, 32
49, 54, 77
12, 11, 15
6, 6, 6
17, 37, 63
31, 46, 68
15, 20, 19
9, 10, 10
12, 15, 29
9, 17, 22
16, 21, 28
35, 50, 68
11, 22, 27
40, 32, 67
25, 35, 55
0, 39, 48
25, 34, 56
13, 17, 18
0, 1, 1
22, 40, 73
14, 16, 22
33, 54, 68
19, 19, 24
10, 9, 9
4, 3, 5
12, 14, 22
0, 13, 18
10, 9, 9
77, 46, 66
2, 3, 3
17, 28, 38
12, 50, 114
10, 9, 11
25, 36, 75
16, 18, 45
9, 9, 9
4, 4, 3
15, 19, 22
21, 26, 43
10, 15, 17
0, 0, 0
2, 2, 2
4, 5, 6
14, 26, 17
3, 3, 3
6, 7, 8
5, 4, 6
5, 8, 13
82, 113, 69
7, 6, 8
8, 8, 10
8, 9, 13
25, 63, 46
3, 3, 3
47, 51, 66
10, 11, 19
55, 79, 90
3, 2, 4
0, 2, 2
9, 11, 17
11, 15, 22
32, 51, 66
16, 15, 17
0, 0, 0
16, 19, 23
7, 9, 8
3, 4, 4
17, 14, 14
14, 28, 44
81, 114, 180
30, 46, 60
6, 8, 9
22, 38, 58
5, 8, 15
16, 23, 31
3, 3, 3
12, 9, 14
15, 30, 53
10, 9, 13
12, 14, 17
15, 19, 22
0, 5, 9
1, 1, 1
23, 33, 81
20, 37, 70
0, 6, 8
6, 7, 6
4, 3, 5
0, 5, 15
6, 7, 7
15, 31, 48
1, 1, 1
0, 19, 27
15, 17, 26
37, 40, 51
0, 1, 3
8, 13, 27
14, 14, 17
14, 20, 21
11, 12, 13
0, 12, 52
15, 15, 22
0, 12, 22
50, 58, 62
30, 41, 63
20, 15, 21
12, 12, 14
14, 16, 31
7, 7, 7
6, 5, 7
13, 26, 38
1, 0, 2
16, 12, 11
0, 0, 0
18, 16, 17
12, 13, 23
11, 12, 16
19, 21, 55
17, 42, 69
18, 21, 31
15, 19, 18
16, 23, 43
3, 3, 3
9, 26, 22
2, 2, 2
12, 11, 15
19, 30, 99
12, 9, 13
13, 14, 23
42, 46, 71
34, 50, 73
15, 17, 23
0, 0, 0
10, 15, 12
9, 9, 10
0, 7, 3
9, 8, 6
33, 51, 77
31, 34, 71
9, 8, 9
19, 31, 46
9, 10, 9
12, 15, 25
4, 3, 5
3, 3, 3
2, 2, 5
20, 55, 54
8, 17, 18
22, 25, 33
24, 37, 63
22, 32, 64
12, 15, 17
22, 36, 55
11, 13, 14
5, 12, 33
13, 20, 32
10, 26, 30
16, 21, 22
11, 14, 22
22, 34, 46
14, 13, 21
5, 4, 4
19, 21, 19
2, 2, 2
6, 6, 6
14, 17, 31
2, 3, 3
16, 32, 60
46, 54, 59
14, 21, 26
23, 24, 25
0, 32, 31
0, 2, 3
21, 28, 47
0, 28, 23
10, 12, 13
5, 7, 7
0, 2, 2
8, 5, 10
18, 35, 79
3, 3, 3
2, 3, 3
49, 51, 63
8, 11, 12
10, 12, 16
28, 55, 89
107, 132, 41
13, 15, 21
14, 19, 31
7, 12, 25
20, 24, 24
14, 24, 32
23, 16, 55
23, 40, 56
15, 16, 20
2, 3, 3
17, 20, 24
28, 45, 45
13, 13, 20
16, 26, 25
21, 20, 33
45, 64, 90
6, 10, 11
12, 28, 63
5, 4, 6
29, 28, 39
6, 7, 6
0, 5, 5
16, 20, 33
8, 33, 68
51, 63, 77
12, 14, 15
3, 3, 3
4, 3, 5
3, 3, 3
0, 4, 4
24, 27, 53
15, 24, 51
31, 53, 96
1, 3, 3
5, 5, 7
9, 9, 11
0, 0, 0
17, 17, 17
6, 6, 8
16, 17, 18
22, 45, 69
17, 13, 15
9, 6, 9
5, 4, 6
0, 4, 4
10, 9, 9
12, 28, 34
32, 37, 54
14, 22, 38
14, 17, 31
27, 65, 69
34, 53, 63
0, 2, 2
0, 2, 2
6, 13, 20
18, 21, 27
10, 6, 8
31, 40, 70
15, 21, 44
11, 13, 17
16, 23, 43
5, 4, 6
5, 4, 6
24, 27, 46
42, 46, 79
18, 15, 34
17, 14, 29
3, 2, 4
13, 18, 21
18, 16, 22
29, 41, 57
12, 26, 28
11, 13, 15
12, 13, 15
17, 22, 39
10, 9, 9
18, 23, 41
25, 25, 27
10, 9, 15
13, 14, 14
3, 2, 4
19, 20, 22
10, 14, 13
11, 25, 40
17, 19, 21
7, 10, 30
41, 48, 61
15, 27, 55
4, 6, 6
15, 17, 27
16, 21, 18
4, 5, 8
23, 47, 61
9, 6, 8
7, 13, 7
29, 52, 94
25, 43, 67
15, 27, 39
2, 3, 3
54, 54, 67
9, 6, 8
16, 19, 23
6, 9, 9
0, 1, 1
26, 18, 27
15, 18, 26
10, 9, 11
49, 56, 66
0, 11, 20
11, 15, 16
16, 19, 25
3, 0, 4
15, 27, 46
39, 59, 81
16, 14, 29
15, 18, 28
21, 26, 22
12, 14, 18
57, 52, 75
0, 8, 4
15, 17, 22
6, 9, 8
12, 14, 15
14, 23, 49
3, 7, 8
51, 66, 63
14, 15, 19
7, 7, 7
29, 42, 68
2, 2, 5
9, 22, 62
20, 19, 30
15, 17, 22
29, 50, 66
19, 28, 39
6, 9, 7
0, 15, 29
3, 3, 4
17, 17, 22
27, 53, 74
15, 25, 22
25, 44, 58
16, 18, 14
16, 24, 39
14, 22, 19
5, 4, 6
14, 16, 21
23, 41, 70
2, 2, 2
2, 3, 3
9, 22, 20
21, 24, 34
15, 26, 51
4, 3, 5
7, 16, 23
45, 49, 59
23, 31, 29
2, 0, 2
3, 3, 3
0, 26, 26
9, 12, 12
15, 21, 44
11, 12, 16
34, 44, 62
23, 46, 62
1, 1, 1
26, 46, 75
3, 2, 4
12, 20, 45
19, 16, 25
16, 24, 39
7, 7, 7
0, 1, 2
39, 61, 91
33, 42, 64
81, 255, 255
79, 106, 117
55, 89, 125
10, 18, 34
43, 83, 100
84, 193, 223
120, 255, 145
31, 72, 151
35, 40, 114
180, 223, 242
255, 255, 255
125, 118, 127
5, 22, 44
255, 255, 255
97, 255, 255
22, 50, 68
255, 255, 180
15, 255, 22
20, 28, 41
42, 55, 72
31, 165, 205
0, 8, 8
255, 92, 255
102, 99, 106
28, 37, 48
26, 72, 255
73, 128, 255
60, 60, 70
120, 255, 255
255, 16, 255
72, 72, 78
43, 45, 80
31, 30, 42
0, 1, 2
255, 255, 253
88, 106, 124
40, 37, 255
33, 44, 43
31, 31, 31
14, 16, 21
92, 115, 237
72, 76, 119
70, 66, 65
0, 0, 3
30, 84, 125
1, 1, 1
127, 157, 229
98, 255, 255
0, 45, 255
128, 165, 255
97, 131, 144
11, 195, 237
16, 23, 40
20, 9, 20
197, 223, 241
64, 103, 255
60, 255, 246
12, 15, 21
94, 145, 255
0, 48, 255
33, 37, 45
32, 49, 255
11, 11, 10
28, 255, 65
130, 154, 201
57, 55, 56
28, 35, 35
107, 131, 197
255, 255, 255
18, 36, 53
46, 60, 78
26, 29, 31
54, 255, 255
125, 67, 37
78, 115, 121
50, 59, 87
88, 129, 166
49, 93, 139
49, 60, 102
149, 152, 195
38, 36, 65
0, 0, 0
27, 24, 47
24, 23, 32
196, 219, 244
108, 145, 187
22, 37, 255
35, 43, 58
37, 35, 48
0, 255, 255
255, 255, 255
150, 204, 254
140, 149, 202
43, 62, 133
24, 59, 58
96, 133, 170
180, 201, 232
9, 20, 29
88, 110, 133
185, 223, 249
11, 40, 83
58, 59, 75
106, 168, 220
44, 46, 221
255, 255, 255
52, 64, 255
45, 35, 32
21, 42, 72
253, 255, 255
234, 238, 236
151, 186, 255
133, 167, 255
174, 200, 217
139, 255, 255
255, 255, 255
0, 11, 0
99, 47, 76
163, 185, 255
154, 186, 235
45, 105, 192
46, 44, 66
11, 25, 50
24, 31, 42
71, 86, 115
47, 53, 97
0, 255, 255
51, 103, 133
102, 132, 211
0, 32, 52
0, 6, 13
24, 255, 255
48, 75, 255
199, 229, 230
11, 255, 255
37, 30, 39
28, 36, 48
53, 88, 255
70, 255, 114
74, 120, 145
34, 43, 64
91, 154, 255
35, 31, 27
83, 94, 107
56, 57, 65
160, 150, 210
32, 41, 50
13, 20, 17
10, 19, 255
94, 133, 255
71, 72, 82
20, 18, 38
42, 51, 69
67, 84, 138
68, 54, 78
0, 38, 47
55, 76, 113
30, 254, 255
124, 255, 187
78, 66, 163
48, 57, 51
38, 58, 79
45, 72, 255
102, 143, 190
187, 211, 242
117, 177, 208
0, 0, 0
16, 15, 21
96, 118, 169
0, 0, 24
68, 71, 98
56, 60, 75
0, 3, 0
99, 131, 170
162, 176, 183
172, 203, 246
255, 104, 255
106, 121, 160
13, 29, 48
27, 255, 38
95, 139, 186
10, 9, 10
44, 255, 255
119, 114, 143
255, 255, 252
0, 17, 15
93, 127, 154
162, 186, 231
57, 67, 95
